Taxon_ID,Clean_Scientific_Name,Display_Common_Name,Family,Genus,Kingdom_Group,Public_Display_Group,Friendly_Evidence_Level,Friendly_Evidence_Label,Public_Evidence_Status,Occurrence_Evidence_Score_0_5,Public_Confidence,Beginner_Role_Sentence,Public_Function_Summary,Trophic_Mode,Guild,Growth_Form,Interaction_State,Interaction_Summary,Source_Layers_Present,MyCoPortal_Records,GBIF_BBox_Records,GBIF_Preserved_Specimens,GBIF_Human_Observations,iNaturalist_Checklist_Listed,USDA_Refined_Records,Interaction_Rows,Primary_URL,iNaturalist_Checklist_URL,Citation_Note
taxon-0712,Septoria chrysanthemi,,Mycosphaerellaceae,Septoria,,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,No merged interaction record,,"GBIF_bbox, FUNGuild",0,3,3,0,,0,0,https://www.gbif.org/occurrence/3916165317,,GBIF bbox first-pass; FUNGuild
taxon-0472,Septoria lycopersici,,Mycosphaerellaceae,Septoria,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,2,2,0,,0,7,https://www.gbif.org/occurrence/4099572228,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0474,Sphaerellopsis filum,,Phaeosphaeriaceae,Sphaerellopsis,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,decomposer; host-associated / possible pathogen,Pathotroph-Saprotroph,Fungal Parasite-Undefined Saprotroph,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,2,2,0,,0,6,https://www.gbif.org/occurrence/5076375043,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0713,Sphaerulina populicola,,Mycosphaerellaceae,Sphaerulina,,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,lichenized symbiont; decomposer; host-associated / possible pathogen,Pathotroph-Saprotroph-Symbiotroph,Lichenized-Plant Pathogen-|Plant Saprotroph,Microfungus-Thallus,No merged interaction record,,"GBIF_bbox, FUNGuild",0,6,6,0,,0,0,https://www.gbif.org/occurrence/3916082478,,GBIF bbox first-pass; FUNGuild
taxon-0476,Stagonospora gigantea,,Phaeosphaeriaceae,Stagonospora,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,2,2,0,,0,6,https://www.gbif.org/occurrence/1990276078,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0477,Stagonosporopsis cucurbitacearum,,Didymellaceae,Stagonosporopsis,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,2,2,0,,0,17,https://www.gbif.org/occurrence/4099162971,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0714,Staurothele clopima,,Verrucariaceae,Staurothele,,Lichens,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,lichenized symbiont,Symbiotroph,Lichenized,Thallus,No merged interaction record,,"GBIF_bbox, FUNGuild",0,1,1,0,,0,0,https://www.gbif.org/occurrence/4438394326,,GBIF bbox first-pass; FUNGuild
taxon-0478,Stegophora ulmea,,Sydowiellaceae,Stegophora,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,6,6,0,,0,13,https://www.gbif.org/occurrence/3916137647,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0479,Stereum lobatum,,Stereaceae,Stereum,True fungi / lichenized fungi,Lichens,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,wood decomposer; host-associated / possible pathogen,Saprotroph,Undefined Saprotroph-|Wood Saprotroph,Polyporoid,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,2,1,1,,0,1,https://www.gbif.org/occurrence/3698357337,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0830,Sterile,,Sterile,Sterile,,Still being studied / unresolved,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,The ecological job is not resolved yet in the merged sources.,function not yet resolved,,,,No merged interaction record,,GBIF_bbox,0,1,1,0,,0,0,https://www.gbif.org/occurrence/1930842210,,GBIF bbox first-pass
taxon-0480,Stomiopeltis parkinsoniae,,Micropeltidaceae,Stomiopeltis,True fungi / lichenized fungi,Lichens,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,decomposer; host-associated / possible pathogen,Saprotroph-Symbiotroph,Epiphyte|-Plant Saprotroph-Undefined Saprotroph,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,1,1,0,,0,3,https://www.gbif.org/occurrence/4099791900,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0715,Strigula smaragdula,,Strigulaceae,Strigula,,Lichens,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,lichenized symbiont,Symbiotroph,Lichenized,Microfungus-Thallus,No merged interaction record,,"GBIF_bbox, FUNGuild",0,1,1,0,,0,0,https://www.gbif.org/occurrence/3356737640,,GBIF bbox first-pass; FUNGuild
taxon-0483,Synchytrium chamaedryoidis,,Synchytriaceae,Synchytrium,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,decomposer; host-associated / possible pathogen,Pathotroph-Saprotroph,Plant Pathogen|-Plant Saprotroph,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,1,1,0,,0,1,https://www.gbif.org/occurrence/3965653183,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0716,Synchytrium macrosporum,,Synchytriaceae,Synchytrium,,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,,No merged interaction record,,"GBIF_bbox, FUNGuild",0,1,1,0,,0,0,https://www.gbif.org/occurrence/1929570128,,GBIF bbox first-pass; FUNGuild
taxon-0484,Synchytrium namatis,,Synchytriaceae,Synchytrium,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,decomposer; host-associated / possible pathogen,Pathotroph-Saprotroph,Plant Pathogen|-Plant Saprotroph,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,1,1,0,,0,1,https://www.gbif.org/occurrence/4099493896,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0485,Takamatsuella circinata,,Erysiphaceae,Takamatsuella,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,22,19,0,,0,14,https://www.gbif.org/occurrence/1928197158,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0717,Tapinella panuoides,,Tapinellaceae,Tapinella,,Wood decomposers,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Helps break down wood and return nutrients to the soil system.,wood decomposer,Saprotroph,Wood Saprotroph,Agaricoid,No merged interaction record,,"GBIF_bbox, FUNGuild",0,1,1,0,,0,0,https://www.gbif.org/occurrence/1144816441,,GBIF bbox first-pass; FUNGuild
taxon-0831,Teloschistaceae,,Teloschistaceae,Teloschistaceae,,Still being studied / unresolved,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,The ecological job is not resolved yet in the merged sources.,function not yet resolved,,,,No merged interaction record,,GBIF_bbox,0,1,1,0,,0,0,https://www.gbif.org/occurrence/4892619040,,GBIF bbox first-pass
taxon-0719,Teloschistes flavicans,,Teloschistaceae,Teloschistes,,Lichens,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,lichenized symbiont,Symbiotroph,Lichenized,Thallus,No merged interaction record,,"GBIF_bbox, FUNGuild",0,2,2,0,,0,0,https://www.gbif.org/occurrence/2573267002,,GBIF bbox first-pass; FUNGuild
taxon-0832,Teloschistes Norman,,Teloschistaceae,Teloschistes,,Still being studied / unresolved,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,The ecological job is not resolved yet in the merged sources.,function not yet resolved,,,,No merged interaction record,,GBIF_bbox,0,1,1,0,,0,0,https://www.gbif.org/occurrence/4892638357,,GBIF bbox first-pass
taxon-0720,Tephromela atra,,Tephromelataceae,Tephromela,,Lichens,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,lichenized symbiont,Symbiotroph,Lichenized,Thallus,No merged interaction record,,"GBIF_bbox, FUNGuild",0,1,1,0,,0,0,https://www.gbif.org/occurrence/1928051972,,GBIF bbox first-pass; FUNGuild
taxon-0486,Thamnocephalis sphaerospora,,Helicocephalidaceae,Thamnocephalis,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Animal Pathogen-|Fungal Parasite,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,12,12,0,,0,5,https://www.gbif.org/occurrence/5069255754,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0487,Thecaphora oxalidis,,Glomosporiaceae,Thecaphora,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Smut,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,3,3,0,,0,3,https://www.gbif.org/occurrence/3916172203,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0721,Thekopsora minima,,Pucciniastraceae,Thekopsora,,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,,No merged interaction record,,"GBIF_bbox, FUNGuild",0,1,1,0,,0,0,https://www.gbif.org/occurrence/4099983996,,GBIF bbox first-pass; FUNGuild
taxon-0488,Trabutia erythrospora,,Phyllachoraceae,Trabutia,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,4,4,0,,0,6,https://www.gbif.org/occurrence/3916075331,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
